model,shots,eval_time,f1,accuracy,f1_5_level,accuracy_5_level,ratio_valid_categories,mean_num_tokens,max_num_tokens,eval_speed
deepseek-r1:14b,5,4.555,0.9132828139656436,0.8874773139745916,0.6160286187666658,0.5716878402903811,0.998185117967332,920.6769509981852,1975,202.12446783714273
deepseek-r1:14b,10,4.585,0.9317305457070852,0.9183303085299456,0.6760723023890978,0.6388384754990926,1.0,1543.6787658802175,2598,336.68021066089807
deepseek-r1:14b,20,4.609,0.930356046762894,0.9219600725952812,0.7125792929076,0.6842105263157895,1.0,2262.6787658802177,3317,490.9261804903922
deepseek-r1:14b,30,4.758,0.9413688416274012,0.9346642468239564,0.7849979267037052,0.764065335753176,0.998185117967332,2955.682395644283,4010,621.2026892905177
deepseek-r1:14b,40,4.94,0.9366787734051631,0.925589836660617,0.7510826395053852,0.7223230490018149,0.9945553539019965,3542.6787658802177,4597,717.14145058304
deepseek-r1:14b,50,4.896,0.9340851989805924,0.9274047186932848,0.7689981026041349,0.7477313974591652,1.0,4313.678765880218,5368,881.061839436319
qwen2.5:32b,0,1.962,0.9398811332359858,0.9219600725952812,0.637609237769943,0.6007259528130672,1.0,189.67876588021775,1244,96.67623133548308
qwen2.5:32b,5,1.698,0.9500724581433322,0.94010889292196,0.6330300707051025,0.6007259528130672,1.0,920.6787658802178,1975,542.2136430389976
qwen2.5:32b,10,1.705,0.9534450999130012,0.9473684210526316,0.6962981003964417,0.6678765880217786,1.0,1543.6787658802175,2598,905.3834403989548
qwen2.5:32b,20,1.775,0.9557884267719328,0.9509981851179672,0.8256846151002197,0.8112522686025408,1.0,2262.6787658802177,3317,1274.748600495897
qwen2.5:32b,30,1.804,0.9527881334268216,0.943738656987296,0.8400910657237327,0.8275862068965517,1.0,2955.6787658802177,4010,1638.4028635699651
qwen2.5:32b,40,1.749,0.9531797645578212,0.9455535390199638,0.8334630767700467,0.822141560798548,1.0,3542.6787658802177,4597,2025.5453206862308
qwen2.5:32b,50,1.822,0.9557181062109708,0.9491833030852994,0.8434706580495857,0.8348457350272233,1.0,4313.678765880218,5368,2367.551463161481
deepseek-r1:32b,0,9.66,0.910489106099042,0.8874773139745916,0.68951340341976,0.6497277676950998,0.9927404718693283,189.68421052631575,1244,19.636046638334967
deepseek-r1:32b,5,8.66,0.9310538512571642,0.9183303085299456,0.7245859020961304,0.6932849364791288,1.0,920.6787658802178,1975,106.31394525175726
deepseek-r1:32b,10,8.618,0.9314888414109624,0.9183303085299456,0.7564700656872813,0.7295825771324864,0.9963702359346642,1543.6787658802175,2598,179.1226231005126
deepseek-r1:32b,20,8.971,0.9364939339638566,0.9292196007259528,0.7595510970676933,0.7368421052631579,1.0,2262.6787658802177,3317,252.2214653751218
deepseek-r1:32b,30,8.975,0.9336466628759488,0.925589836660617,0.7719843235496208,0.7495462794918331,0.998185117967332,2955.6787658802177,4010,329.32353937384045
deepseek-r1:32b,40,8.96,0.9489317313061888,0.943738656987296,0.7864127153054417,0.7713248638838476,1.0,3542.6787658802177,4597,395.38825512056
deepseek-r1:32b,50,9.446,0.9348975369028752,0.9292196007259528,0.8045380859332657,0.7894736842105263,0.9945553539019965,4313.678765880218,5368,456.66724178278827
llama3.3:70b,0,4.161,0.9499906407428808,0.9491833030852994,0.8245232876739903,0.8166969147005445,1.0,208.76043557168785,1179,50.17073673917036
llama3.3:70b,5,3.154,0.9533899051191012,0.9509981851179672,0.8199544642628964,0.8076225045372051,1.0,916.7604355716878,1887,290.66595928081415
llama3.3:70b,10,3.169,0.9507949570404184,0.9473684210526316,0.8403611141424275,0.8330308529945554,1.0,1530.7604355716878,2501,483.0421065230949
llama3.3:70b,20,3.1,0.9528879064483032,0.9509981851179672,0.8577655082645449,0.8566243194192378,1.0,2243.760435571688,3214,723.793688894093
llama3.3:70b,30,3.178,0.9516677469942216,0.9491833030852994,0.8552037499286332,0.8548094373865699,1.0,2930.760435571688,3901,922.2027802302354
llama3.3:70b,40,2.995,0.9536173205223684,0.9509981851179672,0.864736490223176,0.8638838475499092,1.0,3511.760435571688,4482,1172.5410469354551
llama3.3:70b,50,3.165,0.9519609150937104,0.9491833030852994,0.8598747937634753,0.8584392014519057,0.998185117967332,4271.760435571688,5242,1349.6873414128554
deepseek-r1:70b,0,21.957,0.914974407554176,0.8911070780399274,0.6406323475326753,0.5989110707803993,0.9745916515426496,208.75862068965515,1179,9.507611271560558
deepseek-r1:70b,5,17.729,0.927372904932222,0.909255898366606,0.666792285424197,0.6279491833030852,1.0,916.7604355716878,1887,51.70965286094466
deepseek-r1:70b,10,17.207,0.9349622701936832,0.9201451905626136,0.7024722710099421,0.6678765880217786,1.0,1530.7604355716878,2501,88.96149448315731
deepseek-r1:70b,20,16.856,0.9438992436044712,0.9310344827586208,0.7135326803917954,0.6805807622504537,1.0,2243.760435571688,3214,133.1134572598296
deepseek-r1:70b,30,17.588,0.92966244498478,0.912885662431942,0.737572569275087,0.7078039927404719,0.998185117967332,2930.764065335753,3901,166.63429982577625
deepseek-r1:70b,40,17.247,0.9374019954478234,0.9274047186932848,0.7021469952035629,0.6733212341197822,0.998185117967332,3511.7658802177857,4482,203.61604222286692
deepseek-r1:70b,50,17.848,0.9343420812913956,0.9219600725952812,0.7208770514156365,0.6896551724137931,0.9945553539019965,4271.760435571688,5242,239.34112704906363
DeepSeek-V3,0,6.808,0.9597522509243642,0.956442831215971,0.815790865718089,0.8039927404718693,1.0,177.6225045372051,1160,26.090262123561264
DeepSeek-V3,5,6.553,0.9582547501759324,0.9473684210526316,0.8214534818748215,0.8021778584392014,1.0,774.6497277676951,1757,118.21299065583628
DeepSeek-V3,10,6.692,0.9628711187948856,0.956442831215971,0.8399175843253789,0.8257713248638838,1.0,1066.633393829401,2048,159.38932962184714
DeepSeek-V3,20,7.12,0.9609020650251088,0.956442831215971,0.8495450642335491,0.838475499092559,1.0,1702.6261343012704,2685,239.1328840310773
DeepSeek-V3,30,7.383,0.9696518446491756,0.9655172413793104,0.8524384141133767,0.8421052631578947,1.0,2277.6297640653356,3259,308.49651416298735
DeepSeek-V3,40,7.204,0.9666109287924296,0.9655172413793104,0.8663088752100276,0.8584392014519057,1.0,2913.6152450090744,3895,404.4440928663346
DeepSeek-V3,50,7.193,0.9674852845605582,0.9655172413793104,0.8564251378545424,0.8475499092558983,1.0,3639.61887477314,4621,505.99456065245937
DeepSeek-R1,0,7.829,0.9530599579834708,0.9509981851179672,0.7831349842292119,0.7676950998185118,1.0,177.6170598911071,1160,22.687068577226604
DeepSeek-R1,5,7.531,0.9542960851001184,0.9509981851179672,0.823263279692024,0.8112522686025408,1.0,774.6206896551724,1756,102.85761381691307
DeepSeek-R1,10,7.947,0.95215636076938,0.943738656987296,0.8125600107501816,0.7967332123411979,1.0,1066.6406533575318,2048,134.21928442903382
DeepSeek-R1,20,10.511,0.9623677078528028,0.9582577132486388,0.8470465482145545,0.8439201451905626,1.0,1702.6279491833031,2684,161.98534384771224
DeepSeek-R1,30,10.097,0.9775779387329524,0.9764065335753176,0.9138766720201608,0.912885662431942,1.0,2277.61887477314,3259,225.5738214096405
DeepSeek-R1,40,8.594,0.9609922188294606,0.9582577132486388,0.8687457738875277,0.8656987295825771,1.0,2913.6225045372053,3895,339.0298469324186
DeepSeek-R1,50,26.773,0.962719413574893,0.9600725952813068,0.8334882830727919,0.8257713248638838,0.9945553539019965,3639.6152450090744,4621,135.9434969935784
GPT-4o-mini,0,1.724,0.9305765196376228,0.909255898366606,0.7474819454079517,0.7186932849364791,1.0,208.76043557168785,1179,121.09073989077022
GPT-4o-mini,5,1.346,0.9517121206556356,0.9346642468239564,0.7415451200991006,0.7114337568058077,1.0,789.7604355716878,1760,586.746237423245
GPT-4o-mini,10,1.384,0.9525071940237176,0.9382940108892922,0.7924595352028795,0.7695099818511797,1.0,1073.7604355716878,2044,775.838465008445
GPT-4o-mini,20,1.619,0.95671260511246,0.943738656987296,0.825039111490374,0.8076225045372051,1.0,1693.7604355716878,2664,1046.1769212919628
GPT-4o-mini,30,1.691,0.9516005634147278,0.9364791288566244,0.8237387638092106,0.8058076225045372,1.0,2247.760435571688,3218,1329.2492226917138
GPT-4o-mini,40,1.721,0.954239504891818,0.94010889292196,0.8156989656026686,0.7967332123411979,1.0,2867.760435571688,3838,1666.3337801113817
GPT-4o-mini,50,1.683,0.9568254797427816,0.943738656987296,0.8301802025762246,0.8130671506352087,1.0,3574.760435571688,4545,2124.040662847111
GPT-4o,0,1.7,0.948907983177116,0.9346642468239564,0.743233416161805,0.7132486388384754,1.0,208.76043557168785,1179,122.80025621863992
GPT-4o,5,1.605,0.9482479758309836,0.9292196007259528,0.723898256570811,0.6878402903811253,1.0,789.7604355716878,1760,492.06257668017935
GPT-4o,10,1.699,0.9481653396021164,0.9292196007259528,0.7372844367453645,0.7023593466424682,1.0,1073.7604355716878,2044,631.9955477172971
GPT-4o,20,2.131,0.953046466346544,0.9382940108892922,0.8042736024822359,0.7803992740471869,1.0,1693.7604355716878,2664,794.8195380439644
GPT-4o,30,2.566,0.952476541405761,0.9364791288566244,0.8175675456105107,0.79491833030853,1.0,2247.760435571688,3218,875.9783458969946
GPT-4o,40,2.35,0.9621870442455148,0.9509981851179672,0.8799384834258153,0.8656987295825771,1.0,2867.760435571688,3838,1220.3235896049737
GPT-4o,50,4.85,0.9657255933614832,0.956442831215971,0.8310563222315634,0.8166969147005445,1.0,3574.760435571688,4545,737.0640073343687
