model,shots,eval_time,f1,accuracy,f1_5_level,accuracy_5_level,ratio_valid_categories,mean_num_tokens,max_num_tokens,eval_speed
qwen3:14b(T),30,10.198,0.9627981524533248,0.9582577132486388,0.8455703418365887,0.8366606170598911,1.0,2250.6787658802177,3305,220.6980550970992
qwen3:14b(T),40,10.158,0.9544848559680525,0.9509981851179673,0.8218806481210169,0.8148820326678766,1.0,2873.6787658802177,3928,282.8980868163239
qwen3:14b(T),50,10.418,0.9579367150707461,0.956442831215971,0.8195557703746024,0.8148820326678766,1.0,3588.6787658802177,4643,344.46906948360703
qwen3:32b(N),0,6.405,0.9460171671667291,0.9292196007259528,0.7566101641316939,0.7277676950998185,1.0,189.67876588021778,1244,29.614171097614015
qwen3:32b(N),5,1.916,0.9540676374806051,0.9382940108892922,0.7698236003253149,0.7422867513611615,1.0,782.6787658802178,1837,408.4962243633705
qwen3:32b(N),10,1.305,0.9570754167247689,0.9473684210526315,0.8202975046072658,0.8058076225045372,1.0,1070.6787658802177,2125,820.4434987587875
qwen3:32b(N),20,1.227,0.9658049921567005,0.9582577132486388,0.8653639772819406,0.8566243194192378,1.0,1694.6787658802177,2749,1381.1562884109353
qwen3:32b(N),30,1.235,0.9763743822096038,0.9727767695099818,0.8802907079334983,0.8747731397459165,1.0,2250.6787658802177,3305,1822.4119561783139
qwen3:32b(N),40,1.372,0.9773089503521857,0.9764065335753176,0.890314977646312,0.8874773139745916,1.0,2873.6787658802177,3928,2094.518050933103
qwen3:32b(N),50,1.636,0.9704061624262579,0.9673321234119783,0.8847142842266513,0.8802177858439202,1.0,3588.6787658802177,4643,2193.5689277996444
qwen3:32b(T),0,15.626,0.9508397689834355,0.9382940108892922,0.7494994464418226,0.7241379310344828,1.0,189.67876588021778,1244,12.138664141828862
qwen3:32b(T),5,12.817,0.941923271784007,0.9292196007259528,0.7363994864050898,0.705989110707804,1.0,782.6787658802178,1837,61.06567573380806
qwen3:32b(T),10,13.215,0.9498140340211354,0.941923774954628,0.7851648284990622,0.7658802177858439,1.0,1070.6787658802177,2125,81.01995958230933
qwen3:32b(T),20,14.113,0.952687732423477,0.9509981851179673,0.8055817722783489,0.7912885662431942,1.0,1694.6787658802177,2749,120.07927201021879
qwen3:32b(T),30,15.715,0.9560542375733325,0.9546279491833031,0.8225545695119831,0.8130671506352087,1.0,2250.6787658802177,3305,143.21850244226647
qwen3:32b(T),40,17.1,0.9587295478674593,0.9582577132486388,0.8193810777240826,0.8130671506352087,1.0,2873.6787658802177,3928,168.05138981755658
qwen3:32b(T),50,24.606,0.9545462654069735,0.9546279491833031,0.818312070500157,0.8112522686025408,1.0,3588.6787658802177,4643,145.84567852882296
